review,sentimiento
"No recordaba lo que me había reído la primera vez que la vi hasta que volví a verla ¿20 años después? jajajaja lo cierto es que es simpática y divertida a más no poder. Y que a poco sentido del humor que tengas, este esperpento te hará pasar momentos muy divertidos. Es un chiste, pero es lo que se le pide al cine de humor, que sea chistoso, que para llorar, ya está la vida y los bodrios Profesional, muy profesional, porque el ""conceto"" es el ""conceto"" , ""lo dejo Carmiña""",positivo
"Para mí “Mar adentro” siempre ha sido una película notable. Conmovedora, interesante, con un tema polémico pero tratado con respeto y delicadeza... En fin, nunca la hubiera tachado de obra maestra, pero sí como bastante bien hecha y muy recomendable.Lo que pasa es que me he metido a leer algunas críticas antes de hacer yo la mía y de repente me han dado unas ganas locas de elevarla a la categoría de obra de culto, tal es el dechado de barbaridades y despropósitos que he podido leer por parte del facherío más recalcitrante y casposo que pasearse pueda por la Internet.De pronto he pensado que si Amenábar con su película quería denunciar una situación y reivindicar un derecho lo había conseguido con creces, a juzgar por la pupa que ha hecho entre la caverna patria. Por supuesto ni hablar de la interpretación de Bardem, que como todo el mundo sabe, es el actor-fetiche por antonomasia de la derecha española, el paradigma de la ceja, de las subvenciones, de los titiriteros y los estómagos agradecidos, etc etc. Y si hay algo que no soportan es que encima sea un tío reconocido internacionalmente con premios para parar siete trenes. Lo de Bardem es equiparable a la fobia contra Almodóvar pero en versión interpretativa.En fin, que de un merecido 8 he saltado a un reivindicativo 10, y no le pongo más nota porque no se puede. Lo que sí aprovecho es para agradecer a Amenábar su sensibilidad en el tratamiento del tema y su compromiso personal con la causa de Ramón Sampedro.Y a los fachas que lo han puesto a parir durante todos estos años recordarles que hasta un señor tan poco sospechososo de progre, de gay o de comunista desnaturalizado como Clint Eastwood hizo su correspondiente alegato a favor de la eutanasia y el derecho a una muerte digna en “Million Dollar Baby” sin que nadie pusiera el grito en el cielo ni clamara venganza y justicia divina.Cutres, casposos, fachas y retrógrados de distinto pelaje, esta crítica va por vosotros.",positivo
"No todas las películas de Amenábar van a ser obras maestras. Esta producción española parece totalmente norteamericana, con actores, ambientaciones, vehículos y vestuario adecuados a la historia.Cuesta un poco meterse en la historia, creo qué eso no dice nada bueno de película, demasiados personajes y subtramas. La historia rescatada de un hecho real aporta cierto aire de misterio que luego decepciona un poco.El reparto esta bien elegido. Ethan Hawke ya no es el joven aniñado de hace años y ahora hace papeles mas interesantes con su nuevo aspecto adulto.No esta mal, pero no brilla como otras películas del cineasta. Pasable, para acompañar la cena.",negativo
"De todas las películas encasilladas en el género de terror que he visto, no he sentido nada parecido al miedo con prácticamente ninguna. Y si empiezo la crítica con esta afirmación no es por hacer un alarde de valentía, si no más bien para lamentar que hayan sido tan pocas las obras que realmente sepan provocar esa sensación humana tan elemental. No bastan una atmósfera oscura, una banda sonora inquietante o constantes sobresaltos en pantalla. Nada de eso es suficiente si el film no es capaz de evadirnos del hecho de que estamos visionando una producción cinematográfica y hacernos sentir la angustia de una situación de horror que pondría a cualquiera contra las cuerdas a nivel psicológico.Ahora bien, es de sobra sabido que REC no fue pionera en su concepto. El Proyecto de la Bruja de Blair hizo algo similar casi una década antes, con su cámara en mano y el formato de documental encontrado como principales características del film. La principal diferencia con la obra de Jaume Balagueró y Paco Plaza es que REC no tiene ningún reparo en mostrar el peligro, que en este caso es una infección que convierte a las personas en seres irracionales y violentos que atacan a cualquiera que se les ponga por delante. Plasmar en pantalla algo así de forma realista es increíblemente complicado, más cuando se suele asociar a un recurso tan explotado en la cultura popular como lo son los zombies. Que REC lo consiga tiene un mérito increíble y la convierte en una cinta mucho más terrorífica, haciendo honor a este adjetivo tan sobreexplotado en el mundo del cine. La película empieza de forma pausada, introduciendo a la periodista Ángela (la protagonista) y lo que en principio no es más que la grabación de un programa sobre la vida de una dotación de bomberos en Barcelona. Desde este momento ya se respira una naturalidad fuera de lo común, con personajes que ni siquiera parecen estar actuando y elementos que transmiten cotidianeidad, como los momentos incómodos en medio de una conversación o los chascarrillos improvisados de los entrevistados. No obstante, el escenario tarda poco en cambiar y se nos traslada a un viejo bloque de pisos desde el que los bomberos han recibido una llamada, y donde transcurrirá el resto del film. Siguiendo la misma tónica, los vecinos parecen personas corrientes que perfectamente podrían pasar como los residentes del edificio. Si bien es cierto que algunos de ellos responden a estereotipos muy marcados, quizá demasiado, nunca dejan de resultar creíbles. Y de igual forma, el edificio destaca precisamente por lo convencional que es. No parece preparado para ser el decorado de una película, si no simplemente eso, un edificio corriente en un barrio urbano.Como es de esperar, la característica cámara temblorosa del found footage es una de las principales bazas de REC para lograr el realismo que se propone. Ahora bien, hay un giro ciertamente interesante respecto a lo que fue El Proyecto de la Bruja de Blair: el personaje que graba, Pablo, se mantiene como un desconocido durante todo el film al no verse nunca su rostro. Todas las escenas están vistas desde su punto de vista, ya que sólo él graba, y no sabemos cómo es físicamente. Habla poco y sus comentarios son bastante genéricos por lo general, así que es mucho más fácil identificarnos con él como si fuéramos nosotros los que estuviéramos en su lugar.Por otra parte, hay que decir que los gritos, temblores de cámara y persecuciones vertiginosas son una constante en cuanto las cosas empiezan a torcerse. No son recursos muy sutiles, pero ¿quién dice que deberían serlo? Hablamos de un grupo de personas normales y corrientes que acaban encerradas en un edificio por la presencia de una virus que transforma a quienes se contagian en infectados sedientos de sangre. Es lógico que el pánico y la desesperación invadan a los personajes, y en este sentido el film lo clava. Ni siquiera los sobresaltos, que suelen ser una forma barata de asustar repentinamente, sacan de la atmósfera al espectador. Son brutales y muy viscerales, así que no llegan a desentonar del todo. Y se puede hablar de la misma contundencia en los efectos de sonido. A falta una banda sonora propia, todo el trabajo sonoro es para ellos, y el resultado es tan sobrecogedor como las imágenes que los acompañan.Volviendo a la reflexión que hacía en el primer párrafo, el motivo del éxito de REC está precisamente ahí. No sé si puede decirse que pasé miedo como tal mientras la veía, pero al menos es la película que más cerca ha estado de hacerme sentir algo similar. Me sumergí totalmente en la historia, creyéndome a sus personajes y la situación de puro horror que estos estaban viviendo. En definitiva, lo que debería ser la máxima aspiración de cualquier película de terror.",positivo
"Magnífica fábula de Guillermo del Toro, el director mezcla hábilmente el mundo de la fantasía con el de la cruda y dura realidad, la primera representada por la niña y su onírico universo y la otra por los bastardos de los que ganaron la guerra civil, los republicanos y los demás personajes.La película es dura y cruel, con momentos tan agónicos como estremecedores, también tiene su punto gótico y mágico.El guión es muy bueno y original, con múltiples referencias al cine fantástico, por ejemplo, a Alicia en el País de las Maravillas o El Señor de los Anillos.El reparto hace un enorme trabajo destacando a la niña, al odioso y repulsivo personaje interpretado magistralmente por Sergi López y a la gran Maribel Verdú (suyo es el momento Señor de los Anillos).En definitiva, gran película.Mi nota: 7,5.",positivo
"Está bien, pasas un buen rato, de ries algo pero este tipo de películas te hacen chantaje emocional. Tiene algunos puntos muy buenos, pero lo demás mil veces visto, todos los clichés habidos y por haber. Muy previsible. A pesar de su largo metraje, no se hace pesada y se deja ver muy bien. Recomendable.",positivo
"Desde siempre se han utilizado por los directores inteligentes para atraer a un determinado público a las salas, esos temas interesantes o que en algún momento de su vida les haya llegado a tocar de forma cercana, de ésta manera se ven identificados con los personajes y el producto funcionará de forma más rápida y sencilla.Carlos Therón se agarra a un clavo ardiendo con el tema de los novios de las hijas de los protagonistas. Nuestra princesa siempre será el ojito derecho de nuestra cara y a todo aquel que se acerque, se le observará detenidamente y con el listón por las nubes. Pues la historia gira en torno a tres cuñados cuyas hijas comienzan a salir con diferentes chicos quienes aparentemente no dan el perfil que ellos buscan, si luego a esto le añades que el comportamiento de las chavalas comienza a empeorar, pues se les ilumina la idea de trazar un plan donde puedan alejarlos de sus princesas.Los tres protagonistas principales representan el mejor status para los personajes que interpretan, José Coronado es el cerebro y el rico, Javier Cámara el más panoli de los tres y como no, Roberto Álamo representa el lado primitivo que lo arregla todo con violencia. Estos tres personajes nos traerán situaciones variadas y muy divertidas, que no dan pie a aburrirte en ningún momento. Quizás el guión es muy predecible y no te sorprenda sino en contadas ocasiones, pero no resta ni un ápice a lo bien que lo puedas pasar.Un producto sencillo, de rápido consumo para gente sin muchas exigencias.",positivo
"Dice la gente (solo por decir, a veces) que sólo iban a poder tragar con una película del icono del cine español más políticamente incorrecto de todos, Torrente. Pero Santiago Segura, sabiendo lo que se forró en taquilla con la primera, tomó la decisión más obvia: hacer una secuela con la que ganar más pasta. Y madre mía si lo hizo.El reparto llega muy a la altura del reparto de la primera: Gabino Diego (buenísima la dupla con Segura), José Luis Moreno (el mejor villano de la saga), el grandísimo Tony LeBlanc una vez más (nunca son demasiadas) y la guapa Inés Sastre (de la que Torrente se ""enamora"", lo pongo entrecomillado porque ya sabéis que a este policía no te lo tomas nunca en serio).La trama ya no es tan original como la primera pero es un muy buen tributo a las películas de 007. Y los chistes y gags siguen teniendo ese humor negro que lanzó a la fama a la primera.Todo iría bien para Santi con su famoso personaje hasta que se cayó y se reventó en la tercera, se levantó como pudo en la cuarta y se reanimó al 100% en la quinta. Así que hago como si ""El protector"" y ""Crisis letal"" no existieran y prefiero quedarme con lo bueno de Torrente: la primera, la segunda y la quinta.",positivo
"La verdad,no entiendo la cantidad de críticas negativas,teniendo en cuenta que las comedias USA son infinitamente peores y nadie pone el grito en el cielo.Como producto de entretenimiento cumple de sobra, te ríes en varias ocasiones y es valiente tratando muchos tabúes de la idiosincrasia catalana,como lo hacía la anterior con los vascos. Las interpretaciones están muy bien y no te aburres en ningún momento.Señores,si querían arte y ensayo vayan a dormirse con una sesuda peli iraní.",positivo
"Las películas que versan sobre el mundo de las cárceles y la delincuencia, bien podrían considerarse un subgénero en si mismas. Si nos centramos en las realizadas en España, las dirigidas a principio de los ochenta por Eloy de la Iglesia, constituyen un buen ejemplo de la forma en que reflejaban esta temática los directores de aquella época. En ellas, el realismo sucio constituía el común denominador de unas tramas que hacían especial hicanpié en las sórdidas relaciones entre los reclusos y su dependencia demoledora de un elemento como la droga.Celda 211 no toma este camino para mostrarnos la realidad de un centro penitenciario. Daniel Monzón opta por una vía que podríamos denominar ""mas americana"", para confeccionar este thriller trepidante sobre el motín de unos presos en una cárcel de Zamora. Lo hace dando una prioridad absoluta a la acción por encima de los aspectos más descriptivos. Su cárcel es una cárcel amotinada, pero de factura limpia, nítida. Y aunque este punto pueda restar una cierta credibilidad a la propuesta, no afecta ni un ápice al resultado final del film. No se puede decir lo mismo del guión, que aunque en líneas generales se muestra sólido, presenta ciertas lagunas.Pero si hay algo que da sentido a toda la película, es la presencia de Luis Tosar. El actor gallego se apodera del film (y del espectador, con su papel de malo simpático) desde el primer fotograma y lo hace suyo. Borda los diálogos con un peculiar tono de voz y, aunque es cierto que en algunos momentos roza la sobreactuación, consigue que el personaje de Malamadre sea de aquellos que permanecen en la retina durante muchos años. No se trata de una película excepcional, pero logra sus objetivos con dignidad. Consigue mantenerte aferrado a la butaca durante todos los minutos de metraje y no decae en ningún momento. En este sentido, promete lo que da, y esa honestidad en sus principios acaba revelándose como uno de sus principales valores.",positivo
"No soy muy aficionado al cine español (basado en clichés y más clichés), pero he de reconocer que ante esta película me quito el sombrero. La vi en el cine, siendo la primera vez en varios años en la que no me ha molestado gastar seis euros en una película, y hoy la he vuelto a revivir junto a un amigo. Y me alegro de haberla vuelto a ver. Creo que es, junto con El Día de La Bestia, la mejor película española de los últimos años.La historia es bastante original, y destaco la interpretación de Tosar y Ammann. Luis Tosar es mi actor favorito español, puesto que se ajusta a la perfección a los papeles que elige. Me encanta la voz que pone en esta cinta. A Ammann se le ve algo más primerizo, pero tiene carácter y sabe imprimir tensión. Eso sí, la actuación del primer hombre encargado de las negociaciones, uno con gafas, es denigrante. Qué mal lo hace el pobre.No me extraña que haya recibido numerosos premios Goya, y que los espectadores muestren públicamente su reconocimiento hacia esta película. Para mí, estupenda. Pasas un buen rato, y te hace pensar.",positivo
"Si por algo destaca el cine español es por películas la mayoría de tema social, familiar, barrios que reflejan formas de vida cotidiana en ocasiones o llevada a la marginación. Nos sorprenden ahora con una peli alejada un poco de esos temas aunque con drama por medio. En general el aspecto técnico está bastante bien, aunque mis expectativas no se cumplieron del todo.Las interpretaciones son bastante buenas por parte de todos los personajes, aunque lógicamente a Belén Rueda se le da el mayor protagonismo. Más detalles en el spoiler:",positivo
"Secuencias muy significativas, planos que te remiten a la obra de Carl Sagan, no quiero arriesgar a decir que es “un pálido punto azul” hecho película, pero puedo decir que pocas películas hacen reflexionar tanto, pocas películas enseñan tanto. Refleja mucho lo que pienso sobre religión, gente y ciencia. Obra magistral y poco conocida quizá por meterse a dar una visión tan objetiva que incomoda.Agora es una película que trata de recrear la vida de Hipatia de Alejandría, una de las primeras mujeres científicas de la historia, dedicada a la enseñanza de matemáticas y astronomía y posteriormente perseguida por no convertirse al cristianismo.Amenábar nos muestra el advenimiento del cristianismo, religión de esclavos que lo copó todo, el auge del judaísmo y por contrapartida las creencias paganas. Escenas y situaciones lamentables, de impotencias lacrimógenas  y la triste sensación tras entender el atraso que provoca la ignorancia. Independientemente del rigorismo histórico trata de hacernos reflexionar sobre lo complicada que es la verdad y lo cómodas que son las creencias.Los personajes están muy bien pero destaca la protagonista y nunca mejor dicho, eclipsa a todos a su alrededor, pocas veces alguien puede mostrar la forma seductora que tiene el conocimiento y me gustó la metáfora de que los demás giraran en torno a ella como planetas.Da más mensajes con gestos, situaciones, planos que con los diálogos entre personajes. La gente razonable va disfrutar mucho más esta película que la de fe, es un hecho.",positivo
"Siempre he oído cosas malas de Torrente, pero supongo que será por las secuelas porque esta me ha parecido muy divertida, sorprendentemente bien hecha e incluso me ha recordado a las pelis de Bruce Lee. No me extraña que sea la segunda saga mas taquillera del cine Español.En general, me ha parecido una buena película y me ha sorprendido, pero es porque he ido a verla con expectativas muy bajas.",positivo
"Por fin pude ver esta película. Muchos eran los comentarios sobre ella, todos dispares por cierto, pero la conclusión de taquilla es obvia: la película más vista en la historia de España.Ahora bien, teniendo en cuenta que las obras que más suelen triunfar aquí en España son la Saga Torrente y demás, mi pregunta era si el paso habría sido para adelante o para detrás como los cangrejos. Mi conclusión es que, parece que hemos afinado un poco el gusto por el humor, pero que no somos capaces de salirnos de los clichés mas obvios en nuestro humor. Esta idea se refuerza teniendo en cuenta que Telecinco y Aída es lo más visto en nuestro país.8 apellidos vascos podría considerarse una obra menor, una comedia dudosamente romántica. Como nos viene acostumbrando Hollywood en la última década, parece que cualquier comedia que se realice haya surgido de dos o tres gags brillantes de algún guionista que parecieran justificar la realización de una película entera. De hecho, estaréis de acuerdo conmigo que en la mayoría de casos, viendo el trailer de una comedia ya habremos visto lo más entretenido de la misma, generando en el espectador una decepción enorme.Pues parece que esta película, se haya ideado de la misma manera. Los 5 o 6 chistes de vascos que a todos nos hacen gracia y un cómico que los secunde con su propia manera de desenvolverse ya vista en sus monólogos del club de la comedia. ¿Por qué el éxito? Quizás por que el humor desplegado es mucho más cercano al espectador español y, sobre todo, por que la película, inteligentemente nunca decae en su gracia. Te puedes partir de risa de principio a fin no dejando un azucarado y edulcorado final americano de 30 minutos que nadie le importa. En esto, la película cae en gracia y de ahí quizás su éxito.No obstante, no se la puede considerar una película importante, ni mayor, ni con un gran talento. Desde luego luce Karra Elejalde mucho más que los protagonistas. Dani Rovira se lleva todas las risas y Clara Lago, sinceramente, si quería ser recordada como una vasca fría y sosa que poco aporta lo ha conseguido. Una pena que las comedias románticas de la actualidad no sean concebidas por una historia real de amor. Una historia de dos personas que, en su devenir no dejan de producirte sonrisas y gracia pero que dejan algo más que 4 gags propios de un monologuista. Me acuerdo del apartamento, o de Annie Hall. Obras mayores, con un fundamento tan sólido que permite elevar el humor al más alto grado sin caer en la frialdad o la falta de química.Mi conclusión es que la película consigue lo que quiere, hacer reír sin más. Como un buen monólogo sobre los vascos, pero nada más, si escarbas un poco te encuentras que no hay ningún cuerpo enterrado debajo.",positivo
"La isla mínima era una interesante propuesta del cine español, muy alabada, pero una vez vista resulta ser un típico thriller policíaco que no alcanza el aprobado por culpa de un guión muy flojo.La cinta es buena en el resto de aspectos, la ambientación y la factura técnica son merecedores de ser destacables, pero el argumento se enreda demasiado en subtramas con el propósito de sumergir al espectador en un mar de incógnitas interesantes, aunque lo único que consigue es crear un mar de dudas muy mal resueltas. Entre lo peor de la cinta está una mala dicción por parte de algunos personajes, ininteligibles, aparte existen algunas actuaciones y un par de personajes que no vienen a cuento, poco creíbles o mal dirigidos. Pequeños detalles que junto al guión terminan de hundir una película que parecía comenzar bien.Es una cinta que yo no recomiendo salvo que no haya otra cosa mejor en cartelera.",negativo
"Es extraño que una película con final feliz sea considerada buena. Pero este es el caso. Una familia estadounidense, de vacaciones en la isla donde se produjo el terrible tsunami que la arrasó, es cogida desprevenida. Buenas dosis de realismo (sin llegar al verdadero drama) y acaba salvándose milagrosamente.",positivo
"Crítica de ‘Lo Imposible’ por Juan Antonio ValdiviaSentado en la butaca del cine, fila seis, la sala casi llena. Comienza la película, a partir de este momento te vas a embarcar en un viaje hacia tu propio corazón, aquel que ya dabas por perdido. En el principio se nos presenta a la familia, tras este momento de conexión, el director de la película, Juan Antonio Bayona, consigue darte una bofetada tras otra. Y ¿cuál es el principal fallo de la película y por el cual mucha gente la odia? Su búsqueda del sentimentalismo en cada plano, cada diálogo y cada secuencia. Esto podría haber sido genial, si hubiera conseguido esconderlo un poco, pero al estar a la vista de todos, habrá mucha gente que deteste esa forma de hacer cine.Pasando al terreno de las actuaciones, nos encontramos a una Naomi Watts y a un Tom Holland brillantes, ellos prácticamente aguantan todo el peso de la película. Además de todo esto, nos encontramos con una fotografía, una dirección y unos efectos especiales impecables, que te ayudan a sumergirte en el viaje. Lo mejor: Las actuaciones y la ambientaciónLo peor: Su búsqueda del sentimentalismo en cada segundo del metrajeNota: 8/10Frase resumen de la crítica: ‘Lo Imposible’ es un viaje hacia tus sentimientos, ¿te embarcas o no?",positivo
"Destacable el trabajo de Naomi Watts, la cual ya me causó una inmejorable impresión con The Ring. El resto del film es pasable, únicamente sustentado en los efectos.El guión es flojucho tirando a malo, algunas escenas causan zozobra no por el tsunami sino por el énfasis que se hace en su contenido emocional o dramático -resaltado por la música-, el uso de la cámara marea un poco, y para el final tampoco es que se hayan calentado mucho la cabeza. Siendo benevolente calificaría la peli con un 5 sobre 10 porque entretiene y porque tiene unos efectos muy conseguidos. Mención aparte merece Naomi Watts quien realiza un papel estelar y carga sobre sus hombros casi todo el peso de la película.",negativo
"Lo cierto es que pocas películas tienen ya la capacidad para impactarme como lo ha conseguido el film de Achero Mañas. Como bien dice Josep, una de las virtudes de El bola es la paradoja sobre las primeras impresiones. El padre del amigo parece un traficante y el padre del bola un noble currela. El director sabe jugar con esas premisas e intenta que pensemos que todo dará la vuelta en un momento que nunca llega. La interpretación de Juan José Ballesta es impresionante, así como la de los dos padres. Los diálogos son fluidos y frescos y la ambientación está más que lograda. A cualquiera que le hayan zumbado de pequeño supongo que esta película le morderá en el estómago. La historia de amistad entre los dos chicos, tanto en su principio como en su desarrollo me parece de matrícula de honor. Película muy realista, muy fuerte, muy bien entendida y, sobre todo, mucho mejor que las que suele realizar el Aranoa de los huevos. A ver si aprende el chaval. 9.6""¿O sea, qué me quieres decir...? ¿Qué tus colegas son todos tontos y tú eres un hijo de puta?""",positivo
"Alatriste es una película donde se puede ver al personaje principal Viggo Mortensen con un acento español medio raro, esta película es media aburrida, no llevadera, cuesta entender como hablan, muchas fragmentos pasan muy rápido y no tienen explicación,  creo que quedan muchas historias sueltas sin contar.En fin… 2 horas 20 minutos esperando que termine la película, las escenas de acción de espadachines son muy poco vistosas, lo mejor sin duda es la fotografía, los escenarios están muy bien hechos, pero el gusto del final es una película sin sentido.",negativo
"En el año 2000, El bola se convertía en la triunfadora de la noche de los Goya llevándose cuatro cabezones. Mi recuerdo de esta película era muy vago, y no sabía si en su época me había gustado o no. Así que, en un alarde de periodismo de investigación (la vi con mi novia), decidí revisionar El Bola; y el resultado fue muy decepcionante.La película empieza con unos 20 minutos muy bien rodados, donde se nos presenta al protagonista, Pablo, a su padre, al grupo de amigos y, sobretodo, al nuevo niño, que se hará muy amigo de Pablito y que será fundamental en el desarrollo de la historia.Transcurridos esos 20 minutos, la película es una sucesión de escenas que no llevan a ninguna parte: que si van al parque de atracciones, que si paliza del padre, que si el chaval no va al colegio. No es nada reseñable y hasta llega aburrir. Aparte es muy raro el interés de los padres del amigo de Pablito por la situación del chaval: un crío que ni les va ni les viene y se hace parte importantísima de la familia sin haber estado apenas tiempo con él.Con un final, que nos deja muy fríos, y una correcta actuación de Juan José Ballesta (nada especial), El Bola es otra de esas películas españolas donde todo lo que pasa es malo. y eso nos encanta… A mí no.",negativo
"Uno va al cine a ver algo diferente, a pasar un buen rato, a reírse, a disfrutar en la gran pantalla de un bello espectáculo, ¿no? Pues esta película no consigue ninguno de estos objetivos.No hace reír, salvo en dos o tres escenas perdidas. El director consigue que el protagonista te caiga mal en todo momento, al principio y cuando cambia al final. Y para el espectador resulta desagradable, sobre todo cuando no es eso lo que se busca. El guion pésimo. Estereotipos más que masticados, chistes malos, conversaciones insulsas... Una historia que no te crees en ningún momento, con trozos que desconciertan.Actuaciones por parte de algunos actores que podrían cuestionarse.Y un sinfín más de elementos que convierten a ""Perdiendo el norte"" en una película mala.NO OS GASTÉIS EL DINERO EN EL CINE.",negativo
"Espectacular, pura adrenalina, la última película de Daniel Monzón, absolutamente redonda en casi todos sus aspectos.  Espléndido todo el plantel de actores, empezando por un Tosar realmente grande, que se come la pantalla cada vez que aparece, y al que secunda de forma extraordinaria el resto del elenco, desde los siempres solventes Resines y Morón, a la fresca presencia de Ammann o de una Marta Etura cautivadora.  Mención aparte merece la magnífica composición de Carlos Bardem, sorprendente para aquellos que no le hubieran visto en la muy interesante ""La zona"", y que aquí borda un papel realmente complicado.Dejando aparte el terreno interpretativo, merece destacarse también la fuerza de la dirección de Monzón, esta sí una verdadera sorpresa, vista su filmografía.  Sin florituras ni adornos, y con una garra y una dureza casi árida, el director se mueve con igual soltura por los terrenos más agrestes y los más dulces de una cinta que, si no llega a ser perfecta, es debido a algunas proposiciones del argumento difícilmente creibles.Una maravilla",positivo
"O eso es lo que pensará Daniel Monzón ante las críticas demasiado aduladoras que está recibiendo. ""Celda 211"" es entretenida, vibrante, frenética. Pero también demasiado caótica y exagerada. Si no fuera por sus brillantísimas interpretaciones, con un Luis Tosar inmenso a la cabeza, no estaríamos hablando de una de las películas españolas del año.",positivo
"A mi parecer, es más de lo mismo, ya había suficiente con Los otros. Otra película más con niños fantasmas, casas grandes y alejadas... En algunos momentos puede ganar algo de intriga, pero se hace aburrida y muy predecible. Vaya final más pastelero para una película de intriga. ¿Por qué dejan a Friker Jimenez hacer guiones?",negativo
"""En España está obteniendo un enorme éxito de taquilla, tras varias semanas liderando la taquilla de forma imbatible, convirtiéndose ya en la película española más vista de la historia en España""Gloria de la que también fueron merecedoras ""Torrente"" y ""No desearás al vecino del quinto"". Tres películas diferentes pero que tienen algo en común.Si te gustaron esas dos, por algo que no logro comprender es probable que esta te parezca el no va más. Si no te gustaron esas dos, es probable que con esta te pase lo mismo.Lo mejor, sin duda, la inmejorable campaña de publicidad. No solo porque ha conseguido que vea la película todo el país, sino porque además  ha conseguido que la mitad se crea que es una juerga continua.",negativo
"Me gustó mucho. No suelo ver películas españolas pero al estar ésta nominada a los Oscar pensé que debería verla, por lo menos para saber si se lo merecía, y tengo que decir que si. Es un film que lo tiene todo para ser bueno, buenas interpretaciones, buena fotografía, muy buenas escenas, suspense y alguna que otra lágrima. Es la única película que me hizo llorar a la vez que gritaba y que me encogía en el asiento. Es maravillosa. La mejor película española que he visto sin nombrar ""El laberinto del fauno"".",positivo
"La película está magistralmente realizada en tono de desternillante farsa. El despiporren es total desde que empieza hasta que termina. Incluso se parafrasean cómicamente algunos personajes de las versiones originales como Luisa Lana (por Lois Lane) o Jaime (por Jaime Olsen). Dani Rovira y Maribel Verdú están maravillosos en sus papeles. El sarcasmo del guión es constantemente carcajeante, dejando caer alguna frase lapidaria como ""Los super héroes son para los americanos; en España, para ser feliz hay que ser mediocre"". Los efectos especiales, merecidamente premiados, están logradísimos, para nada rozando el ridículo, desde las naves extraterrestres invasoras hasta un gigantesco robot ""transformer"", en un entorno de originales perspectivas urbanas de Barcelona. También hay que recalcar la banda sonora original de música galáctica a lo John Williams, orquestada y dirigida por Fernando Velaquez, interpretada por la orquesta sinfónica del Principado de Asturias. En definitiva, una película que no se olvida, aunque no todo el mundo la entienda o aprecie la sutileza del chiste.",positivo
"Muy buena película que me ha sorprendido gratamente, con mucho suspense, buenas actuaciones y cuidada ambientación. El director consigue dar a la película el aire tenebroso y sombrío de la investigación de unos crímenes en la España rural de la época, sumergiéndote en un ambiente digno de las crónicas de ""El Caso"", mujeres  adolescentes cruelmente asesinadas incluidas. El antagonismo ideológico de los dos personajes y la tortura que le produce al policía de extrema derecha su pasado, que le conduce al alcoholismo, queda muy bien reflejado hasta que al final de la película todo cae en un discurso muy explícito y poco sugerente. Además, sobraba la foto oficial de Franco en una época que ya no era Jefe de Estado. Aún así, estos pequeños detalles no consiguen empañar una muy buena película, que ha conseguido trasladar a un espectador urbanita de la era de los smartphones como yo, a una España rural no tan lejana en el tiempo, y al terrible ambiente de unos horrendos crímenes investigados con pocos medios, sólo con la habilidad de dos policías tan diferentes y con métodos tan dispares, pero unidos en el deseo de esclarecer el caso. Cine español de calidad, que debería dejarse de comedias absurdas con poca gracia y de guaperas mojabragas y profundizar más en otros géneros. Esta película lo ha hecho, y el resultado ha sido muy bueno.",positivo
"Me ha gustado la película, pero recientemente vi en canal plus otra muy parecida que se titulaba The Dark creo que del año 2005. También en algunos momentos tenía semejanzas a Poltergeist. Aunque uno da saltos en la butaca de miedo, a mi entender le falta algo de originalidad. Me gusta como Belén rueda está trabajando en el cine cada vez mejor.",positivo
"La película es divertida y está bien interpretada, pero queda a años luz de títulos como Airbag, La comunidad, Torrente, Amanece que no es poco, y tantas otras joyas de la comedia española.",positivo
"Quizás sea la peor de todas y eso se debe a que se esperaba demasiado de Torrente y nos dio lo que promete pero la tercera parte ya es demasiado, por no hablar de la cuarta parte.Lo que está claro es que cuando uno va a ver Torrente no se espera una gran película sino una serie de bromas y personajes que “representan” en parte a la cultura española.Torrente es un producto “made en España” y sin duda la tercera entrega lo es. Con escenas de tiroteos, persecuciones y muchos coches rotos, Torrente se traslada a Hollywood.Para nada busca una entrada allí pero Segura se asegura un público, es impresionante poder ver como va subiendo la audiencia a medida que pasan los años y lo que pasa es que Segura sabe buscar la manera de entretener, reír y llevarnos telecinco a las grandes pantallas.Lo que pasa es que medio reparto de la prensa del corazón está aquí, así sabe como atrapar a un público seguro; uno se pregunta si está hecho con motivos comerciales, es bastante posible que sea así, pero lo que está claro es que Torrente es un sello y sus películas son así, es lo que ha buscado y lo ha conseguido, Segura es una persona muy muy lista y sabe lo que quiere decir y como llegar a ello.Falla continuamente, entretiene en muchos momentos y aburre en tantos otros pero es Torrente es ya sabía lo que iba a ver.",negativo
